dteday,year,month,hr,weekday,season,weather_description,cnt,registered,casual,temp
2012-01-19,2012,January,3,Thursday,Spring,Clear,4,4,0,0.12
2012-01-19,2012,January,4,Thursday,Spring,Clear,1,1,0,0.12
2012-01-19,2012,January,5,Thursday,Spring,Clear,19,19,0,0.12
2012-01-19,2012,January,6,Thursday,Spring,Clear,86,86,0,0.12
2012-01-19,2012,January,7,Thursday,Spring,Clear,206,204,2,0.12
2012-01-19,2012,January,8,Thursday,Spring,Clear,423,414,9,0.12
2012-01-19,2012,January,9,Thursday,Spring,Clear,210,204,6,0.12
2012-01-19,2012,January,10,Thursday,Spring,Clear,108,98,10,0.14
2012-01-19,2012,January,11,Thursday,Spring,Clear,99,93,6,0.16
2012-01-19,2012,January,12,Thursday,Spring,Clear,111,106,5,0.2
2012-01-19,2012,January,13,Thursday,Spring,Clear,124,118,6,0.22
2012-01-19,2012,January,14,Thursday,Spring,Clear,119,104,15,0.24
2012-01-19,2012,January,15,Thursday,Spring,Clear,127,118,9,0.26
2012-01-19,2012,January,16,Thursday,Spring,Clear,193,185,8,0.26
2012-01-19,2012,January,17,Thursday,Spring,Partly Cloudy,385,364,21,0.26
2012-01-19,2012,January,18,Thursday,Spring,Partly Cloudy,361,345,16,0.26
2012-01-19,2012,January,19,Thursday,Spring,Partly Cloudy,234,229,5,0.26
2012-01-19,2012,January,20,Thursday,Spring,Clear,191,184,7,0.26
2012-01-19,2012,January,21,Thursday,Spring,Clear,121,117,4,0.26
2012-01-19,2012,January,22,Thursday,Spring,Partly Cloudy,90,90,0,0.26
2012-01-19,2012,January,23,Thursday,Spring,Clear,56,55,1,0.26
2012-01-20,2012,January,0,Friday,Spring,Partly Cloudy,27,24,3,0.26
2012-01-20,2012,January,1,Friday,Spring,Clear,15,15,0,0.26
2012-01-20,2012,January,2,Friday,Spring,Clear,11,11,0,0.26
2012-01-20,2012,January,3,Friday,Spring,Clear,4,4,0,0.24
2012-01-20,2012,January,4,Friday,Spring,Clear,3,3,0,0.22
2012-01-20,2012,January,5,Friday,Spring,Clear,19,19,0,0.22
2012-01-20,2012,January,6,Friday,Spring,Clear,68,68,0,0.24
2012-01-20,2012,January,7,Friday,Spring,Clear,185,183,2,0.22
2012-01-20,2012,January,8,Friday,Spring,Clear,425,421,4,0.22
2012-01-20,2012,January,9,Friday,Spring,Clear,263,242,21,0.22
2012-01-20,2012,January,10,Friday,Spring,Partly Cloudy,97,96,1,0.22
2012-01-20,2012,January,11,Friday,Spring,Partly Cloudy,123,117,6,0.2
2012-01-20,2012,January,12,Friday,Spring,Partly Cloudy,124,119,5,0.2
2012-01-20,2012,January,13,Friday,Spring,Clear,156,144,12,0.22
2012-01-20,2012,January,14,Friday,Spring,Partly Cloudy,115,107,8,0.22
2012-01-20,2012,January,15,Friday,Spring,Partly Cloudy,156,144,12,0.22
2012-01-20,2012,January,16,Friday,Spring,Partly Cloudy,174,163,11,0.2
2012-01-20,2012,January,17,Friday,Spring,Partly Cloudy,349,340,9,0.22
2012-01-20,2012,January,18,Friday,Spring,Partly Cloudy,301,296,5,0.2
2012-01-20,2012,January,19,Friday,Spring,Partly Cloudy,192,186,6,0.2
2012-01-20,2012,January,20,Friday,Spring,Partly Cloudy,142,141,1,0.2
2012-01-20,2012,January,21,Friday,Spring,Partly Cloudy,104,99,5,0.2
2012-01-20,2012,January,22,Friday,Spring,Partly Cloudy,72,71,1,0.2
2012-01-20,2012,January,23,Friday,Spring,Light Snow/Rain,38,35,3,0.16
2012-01-21,2012,January,0,Saturday,Spring,Light Snow/Rain,24,24,0,0.16
2012-01-21,2012,January,1,Saturday,Spring,Severe Weather,23,22,1,0.14
2012-01-21,2012,January,2,Saturday,Spring,Light Snow/Rain,26,25,1,0.14
2012-01-21,2012,January,3,Saturday,Spring,Light Snow/Rain,13,13,0,0.14
2012-01-21,2012,January,4,Saturday,Spring,Light Snow/Rain,1,1,0,0.16
2012-01-21,2012,January,5,Saturday,Spring,Light Snow/Rain,2,2,0,0.16
2012-01-21,2012,January,6,Saturday,Spring,Light Snow/Rain,1,1,0,0.16
2012-01-21,2012,January,7,Saturday,Spring,Light Snow/Rain,13,10,3,0.16
2012-01-21,2012,January,8,Saturday,Spring,Partly Cloudy,25,22,3,0.16
2012-01-21,2012,January,9,Saturday,Spring,Partly Cloudy,42,40,2,0.16
2012-01-21,2012,January,10,Saturday,Spring,Light Snow/Rain,45,45,0,0.16
2012-01-21,2012,January,11,Saturday,Spring,Partly Cloudy,63,62,1,0.18
2012-01-21,2012,January,12,Saturday,Spring,Partly Cloudy,67,62,5,0.2
2012-01-21,2012,January,13,Saturday,Spring,Partly Cloudy,76,66,10,0.2
2012-01-21,2012,January,14,Saturday,Spring,Light Snow/Rain,95,89,6,0.2
2012-01-21,2012,January,15,Saturday,Spring,Light Snow/Rain,119,113,6,0.2
2012-01-21,2012,January,16,Saturday,Spring,Partly Cloudy,118,113,5,0.2
2012-01-21,2012,January,17,Saturday,Spring,Partly Cloudy,106,99,7,0.2
2012-01-21,2012,January,18,Saturday,Spring,Partly Cloudy,110,107,3,0.2
2012-01-21,2012,January,19,Saturday,Spring,Partly Cloudy,85,85,0,0.18
2012-01-21,2012,January,20,Saturday,Spring,Partly Cloudy,67,62,5,0.18
2012-01-21,2012,January,21,Saturday,Spring,Clear,69,64,5,0.18
2012-01-21,2012,January,22,Saturday,Spring,Partly Cloudy,59,56,3,0.18
2012-01-21,2012,January,23,Saturday,Spring,Partly Cloudy,52,51,1,0.16
2012-01-22,2012,January,0,Sunday,Spring,Clear,52,51,1,0.16
2012-01-22,2012,January,1,Sunday,Spring,Partly Cloudy,50,49,1,0.18
2012-01-22,2012,January,2,Sunday,Spring,Partly Cloudy,47,46,1,0.18
2012-01-22,2012,January,3,Sunday,Spring,Partly Cloudy,21,20,1,0.18
2012-01-22,2012,January,4,Sunday,Spring,Light Snow/Rain,2,1,1,0.16
2012-01-22,2012,January,5,Sunday,Spring,Light Snow/Rain,3,2,1,0.16
2012-01-22,2012,January,6,Sunday,Spring,Partly Cloudy,4,4,0,0.16
2012-01-22,2012,January,7,Sunday,Spring,Partly Cloudy,13,11,2,0.16
2012-01-22,2012,January,8,Sunday,Spring,Partly Cloudy,32,29,3,0.16
2012-01-22,2012,January,9,Sunday,Spring,Partly Cloudy,63,54,9,0.16
2012-01-22,2012,January,10,Sunday,Spring,Partly Cloudy,129,120,9,0.16
2012-01-22,2012,January,11,Sunday,Spring,Light Snow/Rain,133,115,18,0.16
2012-01-22,2012,January,12,Sunday,Spring,Partly Cloudy,185,161,24,0.16
2012-01-22,2012,January,13,Sunday,Spring,Partly Cloudy,199,175,24,0.16
2012-01-22,2012,January,14,Sunday,Spring,Partly Cloudy,182,163,19,0.16
2012-01-22,2012,January,15,Sunday,Spring,Partly Cloudy,176,149,27,0.16
2012-01-22,2012,January,16,Sunday,Spring,Partly Cloudy,155,143,12,0.16
2012-01-22,2012,January,17,Sunday,Spring,Partly Cloudy,108,100,8,0.16
2012-01-22,2012,January,18,Sunday,Spring,Light Snow/Rain,121,110,11,0.16
2012-01-22,2012,January,19,Sunday,Spring,Light Snow/Rain,89,80,9,0.16
2012-01-22,2012,January,20,Sunday,Spring,Light Snow/Rain,74,69,5,0.16
2012-01-22,2012,January,21,Sunday,Spring,Light Snow/Rain,44,36,8,0.16
2012-01-22,2012,January,22,Sunday,Spring,Partly Cloudy,58,58,0,0.16
2012-01-22,2012,January,23,Sunday,Spring,Partly Cloudy,37,35,2,0.16
2012-01-23,2012,January,0,Monday,Spring,Partly Cloudy,19,17,2,0.18
2012-01-23,2012,January,1,Monday,Spring,Partly Cloudy,4,4,0,0.18
2012-01-23,2012,January,2,Monday,Spring,Partly Cloudy,2,2,0,0.18
2012-01-23,2012,January,3,Monday,Spring,Partly Cloudy,1,1,0,0.18
2012-01-23,2012,January,4,Monday,Spring,Partly Cloudy,1,1,0,0.2
2012-01-23,2012,January,5,Monday,Spring,Partly Cloudy,19,19,0,0.2
2012-01-23,2012,January,6,Monday,Spring,Partly Cloudy,42,36,6,0.2
2012-01-23,2012,January,7,Monday,Spring,Light Snow/Rain,122,114,8,0.2
2012-01-23,2012,January,8,Monday,Spring,Light Snow/Rain,272,267,5,0.2
2012-01-23,2012,January,9,Monday,Spring,Partly Cloudy,211,198,13,0.2
2012-01-23,2012,January,10,Monday,Spring,Partly Cloudy,149,139,10,0.2
2012-01-23,2012,January,11,Monday,Spring,Partly Cloudy,62,57,5,0.2
2012-01-23,2012,January,12,Monday,Spring,Partly Cloudy,62,52,10,0.22
2012-01-23,2012,January,13,Monday,Spring,Light Snow/Rain,37,32,5,0.22
2012-01-23,2012,January,14,Monday,Spring,Light Snow/Rain,61,48,13,0.22
2012-01-23,2012,January,15,Monday,Spring,Partly Cloudy,74,64,10,0.22
2012-01-23,2012,January,16,Monday,Spring,Partly Cloudy,122,108,14,0.24
2012-01-23,2012,January,17,Monday,Spring,Partly Cloudy,276,270,6,0.24
2012-01-23,2012,January,18,Monday,Spring,Partly Cloudy,282,275,7,0.24
2012-01-23,2012,January,19,Monday,Spring,Partly Cloudy,220,211,9,0.26
2012-01-23,2012,January,20,Monday,Spring,Partly Cloudy,169,161,8,0.26
2012-01-23,2012,January,21,Monday,Spring,Partly Cloudy,120,112,8,0.26
2012-01-23,2012,January,22,Monday,Spring,Partly Cloudy,68,64,4,0.26
2012-01-23,2012,January,23,Monday,Spring,Partly Cloudy,37,35,2,0.28
2012-01-24,2012,January,0,Tuesday,Spring,Partly Cloudy,25,19,6,0.3
2012-01-24,2012,January,1,Tuesday,Spring,Partly Cloudy,9,7,2,0.32
2012-01-24,2012,January,2,Tuesday,Spring,Partly Cloudy,8,6,2,0.32
2012-01-24,2012,January,3,Tuesday,Spring,Partly Cloudy,3,3,0,0.32
2012-01-24,2012,January,4,Tuesday,Spring,Partly Cloudy,2,2,0,0.3
2012-01-24,2012,January,5,Tuesday,Spring,Partly Cloudy,26,26,0,0.3
2012-01-24,2012,January,6,Tuesday,Spring,Partly Cloudy,89,88,1,0.32
2012-01-24,2012,January,7,Tuesday,Spring,Partly Cloudy,232,221,11,0.32
2012-01-24,2012,January,8,Tuesday,Spring,Partly Cloudy,490,479,11,0.32
2012-01-24,2012,January,9,Tuesday,Spring,Partly Cloudy,255,244,11,0.32
2012-01-24,2012,January,10,Tuesday,Spring,Clear,116,93,23,0.32
2012-01-24,2012,January,11,Tuesday,Spring,Clear,153,123,30,0.34
2012-01-24,2012,January,12,Tuesday,Spring,Clear,175,150,25,0.34
2012-01-24,2012,January,13,Tuesday,Spring,Clear,203,170,33,0.34
2012-01-24,2012,January,14,Tuesday,Spring,Clear,173,138,35,0.36
2012-01-24,2012,January,15,Tuesday,Spring,Partly Cloudy,208,156,52,0.4
2012-01-24,2012,January,16,Tuesday,Spring,Clear,278,243,35,0.4
2012-01-24,2012,January,17,Tuesday,Spring,Clear,515,474,41,0.42
2012-01-24,2012,January,18,Tuesday,Spring,Clear,423,391,32,0.4
2012-01-24,2012,January,19,Tuesday,Spring,Clear,331,311,20,0.44
2012-01-24,2012,January,20,Tuesday,Spring,Clear,229,211,18,0.32
2012-01-24,2012,January,21,Tuesday,Spring,Clear,172,154,18,0.36
2012-01-24,2012,January,22,Tuesday,Spring,Clear,125,111,14,0.32
2012-01-24,2012,January,23,Tuesday,Spring,Clear,99,80,19,0.32
2012-01-25,2012,January,0,Wednesday,Spring,Clear,31,25,6,0.26
2012-01-25,2012,January,1,Wednesday,Spring,Clear,13,9,4,0.3
2012-01-25,2012,January,2,Wednesday,Spring,Clear,6,3,3,0.28
2012-01-25,2012,January,3,Wednesday,Spring,Clear,1,1,0,0.26
2012-01-25,2012,January,4,Wednesday,Spring,Clear,4,4,0,0.26
2012-01-25,2012,January,5,Wednesday,Spring,Clear,33,33,0,0.26
2012-01-25,2012,January,6,Wednesday,Spring,Clear,88,87,1,0.24
2012-01-25,2012,January,7,Wednesday,Spring,Clear,257,243,14,0.24
2012-01-25,2012,January,8,Wednesday,Spring,Clear,513,495,18,0.24
2012-01-25,2012,January,9,Wednesday,Spring,Clear,236,218,18,0.24
2012-01-25,2012,January,10,Wednesday,Spring,Partly Cloudy,141,111,30,0.26
2012-01-25,2012,January,11,Wednesday,Spring,Partly Cloudy,157,105,52,0.3
2012-01-25,2012,January,12,Wednesday,Spring,Clear,193,147,46,0.32
2012-01-25,2012,January,13,Wednesday,Spring,Clear,212,149,63,0.34
2012-01-25,2012,January,14,Wednesday,Spring,Clear,160,107,53,0.34
2012-01-25,2012,January,15,Wednesday,Spring,Clear,155,125,30,0.36
2012-01-25,2012,January,16,Wednesday,Spring,Clear,246,217,29,0.34
2012-01-25,2012,January,17,Wednesday,Spring,Clear,470,443,27,0.36
2012-01-25,2012,January,18,Wednesday,Spring,Clear,439,415,24,0.32
2012-01-25,2012,January,19,Wednesday,Spring,Partly Cloudy,316,311,5,0.34
2012-01-25,2012,January,20,Wednesday,Spring,Clear,235,225,10,0.32
2012-01-25,2012,January,21,Wednesday,Spring,Clear,185,166,19,0.3
2012-01-25,2012,January,22,Wednesday,Spring,Clear,113,101,12,0.3
2012-01-25,2012,January,23,Wednesday,Spring,Partly Cloudy,66,63,3,0.28
2012-01-26,2012,January,0,Thursday,Spring,Partly Cloudy,25,22,3,0.28
2012-01-26,2012,January,1,Thursday,Spring,Partly Cloudy,21,16,5,0.28
2012-01-26,2012,January,2,Thursday,Spring,Partly Cloudy,7,6,1,0.28
2012-01-26,2012,January,3,Thursday,Spring,Partly Cloudy,6,5,1,0.28
2012-01-26,2012,January,4,Thursday,Spring,Clear,3,3,0,0.28
2012-01-26,2012,January,5,Thursday,Spring,Partly Cloudy,28,28,0,0.3
2012-01-26,2012,January,6,Thursday,Spring,Partly Cloudy,88,88,0,0.28
2012-01-26,2012,January,7,Thursday,Spring,Partly Cloudy,239,228,11,0.28
2012-01-26,2012,January,8,Thursday,Spring,Partly Cloudy,530,514,16,0.28
2012-01-26,2012,January,9,Thursday,Spring,Partly Cloudy,274,256,18,0.3
2012-01-26,2012,January,10,Thursday,Spring,Partly Cloudy,108,92,16,0.3
2012-01-26,2012,January,11,Thursday,Spring,Partly Cloudy,111,100,11,0.3
2012-01-26,2012,January,12,Thursday,Spring,Partly Cloudy,165,136,29,0.34
2012-01-26,2012,January,13,Thursday,Spring,Partly Cloudy,173,156,17,0.38
2012-01-26,2012,January,14,Thursday,Spring,Partly Cloudy,128,112,16,0.4
2012-01-26,2012,January,15,Thursday,Spring,Partly Cloudy,164,142,22,0.42
2012-01-26,2012,January,16,Thursday,Spring,Partly Cloudy,224,209,15,0.4
2012-01-26,2012,January,17,Thursday,Spring,Partly Cloudy,413,397,16,0.42
2012-01-26,2012,January,18,Thursday,Spring,Partly Cloudy,406,394,12,0.42
2012-01-26,2012,January,19,Thursday,Spring,Partly Cloudy,313,302,11,0.4
2012-01-26,2012,January,20,Thursday,Spring,Partly Cloudy,224,216,8,0.4
2012-01-26,2012,January,21,Thursday,Spring,Partly Cloudy,192,184,8,0.4
2012-01-26,2012,January,22,Thursday,Spring,Clear,142,139,3,0.38
2012-01-26,2012,January,23,Thursday,Spring,Partly Cloudy,91,86,5,0.4
2012-01-27,2012,January,0,Friday,Spring,Partly Cloudy,38,32,6,0.4
2012-01-27,2012,January,1,Friday,Spring,Partly Cloudy,29,23,6,0.4
2012-01-27,2012,January,2,Friday,Spring,Clear,13,11,2,0.42
2012-01-27,2012,January,3,Friday,Spring,Partly Cloudy,8,5,3,0.42
2012-01-27,2012,January,4,Friday,Spring,Partly Cloudy,4,3,1,0.4
2012-01-27,2012,January,5,Friday,Spring,Partly Cloudy,24,24,0,0.42
2012-01-27,2012,January,6,Friday,Spring,Partly Cloudy,72,72,0,0.42
2012-01-27,2012,January,7,Friday,Spring,Partly Cloudy,134,128,6,0.42
2012-01-27,2012,January,8,Friday,Spring,Light Snow/Rain,220,206,14,0.5
2012-01-27,2012,January,9,Friday,Spring,Light Snow/Rain,107,101,6,0.5
2012-01-27,2012,January,10,Friday,Spring,Light Snow/Rain,126,117,9,0.48
2012-01-27,2012,January,11,Friday,Spring,Partly Cloudy,105,95,10,0.48
2012-01-27,2012,January,12,Friday,Spring,Partly Cloudy,180,155,25,0.5
2012-01-27,2012,January,13,Friday,Spring,Clear,201,175,26,0.5
2012-01-27,2012,January,14,Friday,Spring,Clear,176,153,23,0.5
2012-01-27,2012,January,15,Friday,Spring,Clear,197,170,27,0.48
2012-01-27,2012,January,16,Friday,Spring,Clear,267,241,26,0.44
2012-01-27,2012,January,17,Friday,Spring,Clear,422,406,16,0.42
2012-01-27,2012,January,18,Friday,Spring,Clear,383,363,20,0.4
2012-01-27,2012,January,19,Friday,Spring,Clear,251,241,10,0.36
2012-01-27,2012,January,20,Friday,Spring,Clear,159,153,6,0.34
2012-01-27,2012,January,21,Friday,Spring,Clear,135,127,8,0.34
2012-01-27,2012,January,22,Friday,Spring,Clear,119,108,11,0.34
2012-01-27,2012,January,23,Friday,Spring,Clear,86,78,8,0.32
2012-01-28,2012,January,0,Saturday,Spring,Clear,69,68,1,0.3
2012-01-28,2012,January,1,Saturday,Spring,Clear,58,57,1,0.3
2012-01-28,2012,January,2,Saturday,Spring,Clear,41,38,3,0.26
2012-01-28,2012,January,3,Saturday,Spring,Clear,17,16,1,0.26
2012-01-28,2012,January,4,Saturday,Spring,Clear,8,8,0,0.26
2012-01-28,2012,January,5,Saturday,Spring,Clear,10,10,0,0.24
2012-01-28,2012,January,6,Saturday,Spring,Clear,15,12,3,0.24
2012-01-28,2012,January,7,Saturday,Spring,Clear,31,28,3,0.22
2012-01-28,2012,January,8,Saturday,Spring,Clear,91,82,9,0.2
2012-01-28,2012,January,9,Saturday,Spring,Clear,158,145,13,0.22
2012-01-28,2012,January,10,Saturday,Spring,Clear,191,164,27,0.26
2012-01-28,2012,January,11,Saturday,Spring,Clear,296,241,55,0.3
2012-01-28,2012,January,12,Saturday,Spring,Clear,314,244,70,0.3
2012-01-28,2012,January,13,Saturday,Spring,Clear,373,293,80,0.34
2012-01-28,2012,January,14,Saturday,Spring,Clear,362,239,123,0.38
2012-01-28,2012,January,15,Saturday,Spring,Clear,410,320,90,0.4
2012-01-28,2012,January,16,Saturday,Spring,Clear,407,276,131,0.42
2012-01-28,2012,January,17,Saturday,Spring,Clear,290,233,57,0.42
2012-01-28,2012,January,18,Saturday,Spring,Clear,241,201,40,0.42
2012-01-28,2012,January,19,Saturday,Spring,Partly Cloudy,206,173,33,0.42
2012-01-28,2012,January,20,Saturday,Spring,Clear,120,115,5,0.4
2012-01-28,2012,January,21,Saturday,Spring,Clear,127,109,18,0.36
2012-01-28,2012,January,22,Saturday,Spring,Clear,103,97,6,0.34
2012-01-28,2012,January,23,Saturday,Spring,Clear,85,79,6,0.32
2012-01-29,2012,January,0,Sunday,Spring,Clear,96,81,15,0.3
2012-01-29,2012,January,1,Sunday,Spring,Clear,73,68,5,0.3
2012-01-29,2012,January,2,Sunday,Spring,Clear,51,48,3,0.28
2012-01-29,2012,January,3,Sunday,Spring,Clear,21,17,4,0.26
2012-01-29,2012,January,4,Sunday,Spring,Clear,5,5,0,0.24
2012-01-29,2012,January,5,Sunday,Spring,Clear,7,6,1,0.2
2012-01-29,2012,January,6,Sunday,Spring,Clear,5,4,1,0.2
2012-01-29,2012,January,7,Sunday,Spring,Clear,12,12,0,0.2
2012-01-29,2012,January,8,Sunday,Spring,Clear,70,61,9,0.18
2012-01-29,2012,January,9,Sunday,Spring,Clear,111,98,13,0.18
2012-01-29,2012,January,10,Sunday,Spring,Clear,191,153,38,0.24
2012-01-29,2012,January,11,Sunday,Spring,Clear,255,198,57,0.28
2012-01-29,2012,January,12,Sunday,Spring,Clear,288,215,73,0.32
2012-01-29,2012,January,13,Sunday,Spring,Clear,316,238,78,0.32
2012-01-29,2012,January,14,Sunday,Spring,Clear,280,229,51,0.32
2012-01-29,2012,January,15,Sunday,Spring,Clear,310,242,68,0.36
2012-01-29,2012,January,16,Sunday,Spring,Clear,322,268,54,0.36
2012-01-29,2012,January,17,Sunday,Spring,Clear,234,201,33,0.36
2012-01-29,2012,January,18,Sunday,Spring,Clear,168,151,17,0.34
2012-01-29,2012,January,19,Sunday,Spring,Clear,159,145,14,0.32
2012-01-29,2012,January,20,Sunday,Spring,Clear,111,98,13,0.3
2012-01-29,2012,January,21,Sunday,Spring,Clear,69,69,0,0.3
2012-01-29,2012,January,22,Sunday,Spring,Clear,64,57,7,0.32
2012-01-29,2012,January,23,Sunday,Spring,Clear,25,21,4,0.3
2012-01-30,2012,January,0,Monday,Spring,Partly Cloudy,10,10,0,0.32
2012-01-30,2012,January,1,Monday,Spring,Clear,9,9,0,0.26
2012-01-30,2012,January,2,Monday,Spring,Clear,7,6,1,0.24
2012-01-30,2012,January,3,Monday,Spring,Clear,4,4,0,0.24
2012-01-30,2012,January,4,Monday,Spring,Clear,5,5,0,0.2
2012-01-30,2012,January,5,Monday,Spring,Clear,26,26,0,0.2
2012-01-30,2012,January,6,Monday,Spring,Clear,80,80,0,0.22
2012-01-30,2012,January,7,Monday,Spring,Clear,225,221,4,0.22
2012-01-30,2012,January,8,Monday,Spring,Clear,493,481,12,0.2
2012-01-30,2012,January,9,Monday,Spring,Clear,198,193,5,0.2
2012-01-30,2012,January,10,Monday,Spring,Clear,85,82,3,0.22
2012-01-30,2012,January,11,Monday,Spring,Clear,99,93,6,0.26
2012-01-30,2012,January,12,Monday,Spring,Clear,134,129,5,0.26
2012-01-30,2012,January,13,Monday,Spring,Clear,132,117,15,0.3
2012-01-30,2012,January,14,Monday,Spring,Clear,115,100,15,0.32
2012-01-30,2012,January,15,Monday,Spring,Clear,138,131,7,0.32
2012-01-30,2012,January,16,Monday,Spring,Clear,221,210,11,0.34
2012-01-30,2012,January,17,Monday,Spring,Clear,438,422,16,0.36
2012-01-30,2012,January,18,Monday,Spring,Clear,410,399,11,0.34
2012-01-30,2012,January,19,Monday,Spring,Clear,306,298,8,0.3
2012-01-30,2012,January,20,Monday,Spring,Clear,181,179,2,0.3
2012-01-30,2012,January,21,Monday,Spring,Clear,162,159,3,0.3
2012-01-30,2012,January,22,Monday,Spring,Clear,94,92,2,0.28
2012-01-30,2012,January,23,Monday,Spring,Clear,52,52,0,0.26
2012-01-31,2012,January,0,Tuesday,Spring,Clear,15,15,0,0.28
2012-01-31,2012,January,1,Tuesday,Spring,Clear,8,7,1,0.3
2012-01-31,2012,January,2,Tuesday,Spring,Clear,2,2,0,0.3
2012-01-31,2012,January,3,Tuesday,Spring,Clear,2,2,0,0.3
2012-01-31,2012,January,4,Tuesday,Spring,Clear,1,1,0,0.3
2012-01-31,2012,January,5,Tuesday,Spring,Clear,22,22,0,0.3
2012-01-31,2012,January,6,Tuesday,Spring,Clear,104,104,0,0.28
2012-01-31,2012,January,7,Tuesday,Spring,Clear,279,273,6,0.26
2012-01-31,2012,January,8,Tuesday,Spring,Clear,512,498,14,0.26
2012-01-31,2012,January,9,Tuesday,Spring,Clear,261,231,30,0.3
2012-01-31,2012,January,10,Tuesday,Spring,Partly Cloudy,144,110,34,0.32
2012-01-31,2012,January,11,Tuesday,Spring,Clear,139,125,14,0.4
2012-01-31,2012,January,12,Tuesday,Spring,Clear,194,181,13,0.4
2012-01-31,2012,January,13,Tuesday,Spring,Clear,198,171,27,0.46
2012-01-31,2012,January,14,Tuesday,Spring,Clear,160,142,18,0.5
2012-01-31,2012,January,15,Tuesday,Spring,Clear,177,150,27,0.54
2012-01-31,2012,January,16,Tuesday,Spring,Clear,307,277,30,0.54
2012-01-31,2012,January,17,Tuesday,Spring,Clear,559,518,41,0.54
2012-01-31,2012,January,18,Tuesday,Spring,Clear,502,486,16,0.54
2012-01-31,2012,January,19,Tuesday,Spring,Clear,328,306,22,0.5
2012-01-31,2012,January,20,Tuesday,Spring,Clear,238,223,15,0.4
2012-01-31,2012,January,21,Tuesday,Spring,Clear,165,162,3,0.46
2012-01-31,2012,January,22,Tuesday,Spring,Clear,129,118,11,0.44
2012-01-31,2012,January,23,Tuesday,Spring,Clear,63,61,2,0.44
2012-02-01,2012,February,0,Wednesday,Spring,Clear,31,31,0,0.44
2012-02-01,2012,February,1,Wednesday,Spring,Clear,4,4,0,0.44
2012-02-01,2012,February,2,Wednesday,Spring,Clear,7,6,1,0.44
2012-02-01,2012,February,3,Wednesday,Spring,Clear,3,3,0,0.44
2012-02-01,2012,February,4,Wednesday,Spring,Clear,1,1,0,0.4
2012-02-01,2012,February,5,Wednesday,Spring,Clear,18,18,0,0.4
2012-02-01,2012,February,6,Wednesday,Spring,Light Snow/Rain,67,67,0,0.4
2012-02-01,2012,February,7,Wednesday,Spring,Light Snow/Rain,208,201,7,0.38
2012-02-01,2012,February,8,Wednesday,Spring,Light Snow/Rain,520,505,15,0.36
2012-02-01,2012,February,9,Wednesday,Spring,Partly Cloudy,276,267,9,0.36
2012-02-01,2012,February,10,Wednesday,Spring,Clear,133,124,9,0.4
2012-02-01,2012,February,11,Wednesday,Spring,Clear,143,116,27,0.4
2012-02-01,2012,February,12,Wednesday,Spring,Clear,179,153,26,0.44
2012-02-01,2012,February,13,Wednesday,Spring,Clear,186,174,12,0.46
2012-02-01,2012,February,14,Wednesday,Spring,Clear,192,159,33,0.62
2012-02-01,2012,February,15,Wednesday,Spring,Clear,194,169,25,0.6
2012-02-01,2012,February,16,Wednesday,Spring,Clear,283,261,22,0.6
2012-02-01,2012,February,17,Wednesday,Spring,Clear,539,508,31,0.58
2012-02-01,2012,February,18,Wednesday,Spring,Clear,526,514,12,0.56
2012-02-01,2012,February,19,Wednesday,Spring,Clear,335,315,20,0.54
2012-02-01,2012,February,20,Wednesday,Spring,Clear,264,254,10,0.52
2012-02-01,2012,February,21,Wednesday,Spring,Clear,233,217,16,0.52
2012-02-01,2012,February,22,Wednesday,Spring,Clear,140,133,7,0.5
2012-02-01,2012,February,23,Wednesday,Spring,Clear,97,75,22,0.46
2012-02-02,2012,February,0,Thursday,Spring,Clear,31,24,7,0.46
2012-02-02,2012,February,1,Thursday,Spring,Partly Cloudy,17,14,3,0.46
2012-02-02,2012,February,2,Thursday,Spring,Partly Cloudy,9,7,2,0.42
2012-02-02,2012,February,3,Thursday,Spring,Partly Cloudy,2,2,0,0.42
2012-02-02,2012,February,4,Thursday,Spring,Light Snow/Rain,1,1,0,0.4
2012-02-02,2012,February,5,Thursday,Spring,Light Snow/Rain,19,19,0,0.4
2012-02-02,2012,February,6,Thursday,Spring,Light Snow/Rain,74,73,1,0.36
2012-02-02,2012,February,7,Thursday,Spring,Light Snow/Rain,205,201,4,0.36
2012-02-02,2012,February,8,Thursday,Spring,Light Snow/Rain,445,436,9,0.4
2012-02-02,2012,February,9,Thursday,Spring,Light Snow/Rain,228,213,15,0.38
2012-02-02,2012,February,10,Thursday,Spring,Light Snow/Rain,78,72,6,0.42
2012-02-02,2012,February,11,Thursday,Spring,Light Snow/Rain,105,99,6,0.4
2012-02-02,2012,February,12,Thursday,Spring,Clear,148,140,8,0.42
2012-02-02,2012,February,13,Thursday,Spring,Partly Cloudy,137,124,13,0.42
2012-02-02,2012,February,14,Thursday,Spring,Clear,141,129,12,0.4
2012-02-02,2012,February,15,Thursday,Spring,Clear,174,150,24,0.46
2012-02-02,2012,February,16,Thursday,Spring,Clear,229,211,18,0.46
2012-02-02,2012,February,17,Thursday,Spring,Clear,450,437,13,0.42
2012-02-02,2012,February,18,Thursday,Spring,Clear,410,393,17,0.4
2012-02-02,2012,February,19,Thursday,Spring,Clear,327,311,16,0.38
2012-02-02,2012,February,20,Thursday,Spring,Clear,213,204,9,0.36
2012-02-02,2012,February,21,Thursday,Spring,Clear,148,144,4,0.34
